strategy_id,strategy_base_id,strategy_name,strategy_base_name,strategy_kind,pool_id,pool_name,sample_start,sample_end,sample_tag,sample_label,sample_short_label,is_primary_sample,stock_count,base_weight_method,base_weight_name,core_source_mode,core_source_name,core_ratio,explore_ratio,pure_core_max_holdings,total_return,cagr,max_drawdown,annual_volatility,sharpe_ratio,monthly_win_rate,average_annual_turnover,cumulative_trading_cost
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse60_1w_v10__since_2025_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse60_1w_v10,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周60%深度边界v10) (2025-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周60%深度边界v10),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2025-01-01,2026-08-11,since_2025_01,2025-01 起,2025-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,1.11832629,0.59530264,-0.28432701,0.47994282,1.04970321,0.57894737,4.58925150,0.01047803
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse50_1w_v9__since_2025_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse50_1w_v9,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周50%深度边界v9) (2025-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周50%深度边界v9),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2025-01-01,2026-08-11,since_2025_01,2025-01 起,2025-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,1.11388828,0.59322217,-0.26470013,0.47402567,1.05126168,0.57894737,4.87718882,0.01103254
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_sensitive25_v12__since_2025_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_sensitive25_v12,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌55%灵敏触发2.5%v12) (2025-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌55%灵敏触发2.5%v12),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2025-01-01,2026-08-11,since_2025_01,2025-01 起,2025-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,1.06701364,0.57114628,-0.27294993,0.48097377,1.01359973,0.57894737,4.97402127,0.01121237
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_sparse35_v11__since_2025_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_sparse35_v11,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌55%稀疏触发3.5%v11) (2025-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌55%稀疏触发3.5%v11),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2025-01-01,2026-08-11,since_2025_01,2025-01 起,2025-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,1.04445659,0.56045557,-0.30866312,0.47851834,1.01251199,0.57894737,4.60025117,0.01041111
core_explore_80_20_equal_weight_winner_core__aggr_08_92_prom6_cost_guard_cap44_hold6_turn03_exit96_risk12_weekly_return_recovery_v6_weekly__since_2025_01,core_explore_80_20_equal_weight_winner_core__aggr_08_92_prom6_cost_guard_cap44_hold6_turn03_exit96_risk12_weekly_return_recovery_v6_weekly,"核心80_探索20_等权底座_胜出者核心__进攻8/92 晋升6只(周频收益恢复v6, 熊市12%, 单票44%, 持有6周, 换手3%, 出场96%) (2025-01 起)","核心80_探索20_等权底座_胜出者核心__进攻8/92 晋升6只(周频收益恢复v6, 熊市12%, 单票44%, 持有6周, 换手3%, 出场96%)",core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2025-01-01,2026-08-11,since_2025_01,2025-01 起,2025-01,False,1708,equal_weight,等权底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.51558662,0.29527825,-0.14308563,0.26456175,1.12824700,0.55421687,0.56650250,0.00102405
core_explore_80_20_equal_weight_winner_core__aggr_08_92_prom6_cost_guard_cap46_hold5_turn04_exit94_risk14_weekly_return_recovery_v7_weekly__since_2025_01,core_explore_80_20_equal_weight_winner_core__aggr_08_92_prom6_cost_guard_cap46_hold5_turn04_exit94_risk14_weekly_return_recovery_v7_weekly,"核心80_探索20_等权底座_胜出者核心__进攻8/92 晋升6只(周频收益恢复v7, 熊市14%, 单票46%, 持有5周, 换手4%, 出场94%) (2025-01 起)","核心80_探索20_等权底座_胜出者核心__进攻8/92 晋升6只(周频收益恢复v7, 熊市14%, 单票46%, 持有5周, 换手4%, 出场94%)",core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2025-01-01,2026-08-11,since_2025_01,2025-01 起,2025-01,False,1708,equal_weight,等权底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.28600830,0.16943190,-0.26090945,0.34360749,0.63502556,0.53012048,2.19377235,0.00373843
core_explore_80_20_total_mv_winner_core__aggr_13_87_prom23_emergent_theme_quality_gate_signal29_leader78_coverage_penalty_risk04_cap04_exit72_capacity_v2__since_2025_01,core_explore_80_20_total_mv_winner_core__aggr_13_87_prom23_emergent_theme_quality_gate_signal29_leader78_coverage_penalty_risk04_cap04_exit72_capacity_v2,"核心80_探索20_总市值底座_胜出者核心__进攻13/87 晋升23只(强主题涌现容量v2, 信号29%, 龙头78%, 熊市4%, 单票4%, 出场72%) (2025-01 起)","核心80_探索20_总市值底座_胜出者核心__进攻13/87 晋升23只(强主题涌现容量v2, 信号29%, 龙头78%, 熊市4%, 单票4%, 出场72%)",core_explore,emergent_theme,Path4 新兴主题发现池,2025-01-01,2026-08-11,since_2025_01,2025-01 起,2025-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.24695434,0.14720558,-0.28210601,0.31750974,0.64583325,0.57894737,4.58394307,0.01019748
core_explore_80_20_total_mv_winner_core__aggr_13_87_prom23_emergent_theme_quality_gate_signal28_leader78_coverage_penalty_risk06_cap04_exit72_risk_control_v5__since_2025_01,core_explore_80_20_total_mv_winner_core__aggr_13_87_prom23_emergent_theme_quality_gate_signal28_leader78_coverage_penalty_risk06_cap04_exit72_risk_control_v5,"核心80_探索20_总市值底座_胜出者核心__进攻13/87 晋升23只(强主题涌现风险控制v5, 信号28%, 龙头78%, 熊市6%, 单票4%, 出场72%) (2025-01 起)","核心80_探索20_总市值底座_胜出者核心__进攻13/87 晋升23只(强主题涌现风险控制v5, 信号28%, 龙头78%, 熊市6%, 单票4%, 出场72%)",core_explore,emergent_theme,Path4 新兴主题发现池,2025-01-01,2026-08-11,since_2025_01,2025-01 起,2025-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.18501696,0.11140862,-0.28497062,0.31451959,0.52941576,0.63157895,4.53913422,0.01000344
core_explore_90_10_total_mv_winner_core__aggr_04_96_prom4_core_6_1_promo_liqmom_top10_risk20_mom_exit50_reconfirm97_caution54_cap16_cost_guard_v81_midcycle_lowturn_confirm__since_2025_01,core_explore_90_10_total_mv_winner_core__aggr_04_96_prom4_core_6_1_promo_liqmom_top10_risk20_mom_exit50_reconfirm97_caution54_cap16_cost_guard_v81_midcycle_lowturn_confirm,"核心90_探索10_总市值底座_胜出者核心__进攻4/96 晋升4只(中周期成长低换手, 量价前10%, 风险20%, 出场50%, 恢复97, 谨慎54%, 单票16%, v81确认) (2025-01 起)","核心90_探索10_总市值底座_胜出者核心__进攻4/96 晋升4只(中周期成长低换手, 量价前10%, 风险20%, 出场50%, 恢复97, 谨慎54%, 单票16%, v81确认)",core_explore,growth_elastic,Path2 高弹性赢家池,2025-01-01,2026-08-11,since_2025_01,2025-01 起,2025-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.90000000,0.10000000,0,0.16802289,0.10146416,-0.39970924,0.45189351,0.54733928,0.57894737,10.58325258,0.02759874
core_explore_90_10_total_mv_winner_core__aggr_04_96_prom4_core_6_1_promo_liqmom_top12_risk24_mom_exit48_reconfirm98_caution56_cap18_cost_guard_v82_2023_quality_repair__since_2025_01,core_explore_90_10_total_mv_winner_core__aggr_04_96_prom4_core_6_1_promo_liqmom_top12_risk24_mom_exit48_reconfirm98_caution56_cap18_cost_guard_v82_2023_quality_repair,"核心90_探索10_总市值底座_胜出者核心__进攻4/96 晋升4只(中周期成长质量修复, 量价前12%, 风险24%, 出场48%, 恢复98, 谨慎56%, 单票18%, v82) (2025-01 起)","核心90_探索10_总市值底座_胜出者核心__进攻4/96 晋升4只(中周期成长质量修复, 量价前12%, 风险24%, 出场48%, 恢复98, 谨慎56%, 单票18%, v82)",core_explore,growth_elastic,Path2 高弹性赢家池,2025-01-01,2026-08-11,since_2025_01,2025-01 起,2025-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.90000000,0.10000000,0,0.16701663,0.10087361,-0.39829187,0.45467824,0.54542235,0.57894737,10.53498153,0.02751338
core_explore_80_20_equal_weight_winner_core__aggr_08_92_prom6_cost_guard_cap46_hold5_turn04_exit94_risk14_weekly_return_recovery_v7_weekly__since_2026_01,core_explore_80_20_equal_weight_winner_core__aggr_08_92_prom6_cost_guard_cap46_hold5_turn04_exit94_risk14_weekly_return_recovery_v7_weekly,"核心80_探索20_等权底座_胜出者核心__进攻8/92 晋升6只(周频收益恢复v7, 熊市14%, 单票46%, 持有5周, 换手4%, 出场94%) (2026-01 起)","核心80_探索20_等权底座_胜出者核心__进攻8/92 晋升6只(周频收益恢复v7, 熊市14%, 单票46%, 持有5周, 换手4%, 出场94%)",core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2026-01-01,2026-08-11,since_2026_01,2026-01 起,2026-01,False,1708,equal_weight,等权底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.23793670,0.42073797,-0.17737909,0.38249100,1.21268561,0.50000000,1.44968183,0.00092731
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse50_1w_v9__since_2026_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse50_1w_v9,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周50%深度边界v9) (2026-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周50%深度边界v9),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2026-01-01,2026-08-11,since_2026_01,2026-01 起,2026-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.23205055,0.40964067,-0.26764292,0.56487522,0.57686114,0.57142857,6.48699601,0.00454748
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_sensitive25_v12__since_2026_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_sensitive25_v12,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌55%灵敏触发2.5%v12) (2026-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌55%灵敏触发2.5%v12),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2026-01-01,2026-08-11,since_2026_01,2026-01 起,2026-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.22383771,0.39421391,-0.27467352,0.57089114,0.55750613,0.57142857,6.29210276,0.00440923
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse60_1w_v10__since_2026_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse60_1w_v10,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周60%深度边界v10) (2026-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周60%深度边界v10),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2026-01-01,2026-08-11,since_2026_01,2026-01 起,2026-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.21361886,0.37511220,-0.28222452,0.57809926,0.53339760,0.57142857,6.11177660,0.00427534
core_explore_80_20_equal_weight_winner_core__aggr_08_92_prom6_cost_guard_cap44_hold6_turn03_exit96_risk12_weekly_return_recovery_v6_weekly__since_2026_01,core_explore_80_20_equal_weight_winner_core__aggr_08_92_prom6_cost_guard_cap44_hold6_turn03_exit96_risk12_weekly_return_recovery_v6_weekly,"核心80_探索20_等权底座_胜出者核心__进攻8/92 晋升6只(周频收益恢复v6, 熊市12%, 单票44%, 持有6周, 换手3%, 出场96%) (2026-01 起)","核心80_探索20_等权底座_胜出者核心__进攻8/92 晋升6只(周频收益恢复v6, 熊市12%, 单票44%, 持有6周, 换手3%, 出场96%)",core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2026-01-01,2026-08-11,since_2026_01,2026-01 起,2026-01,False,1708,equal_weight,等权底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.20421095,0.35761785,-0.33642806,0.52466322,0.92149665,0.53333333,2.44586704,0.00151507
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_sparse35_v11__since_2026_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_sparse35_v11,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌55%稀疏触发3.5%v11) (2026-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌55%稀疏触发3.5%v11),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2026-01-01,2026-08-11,since_2026_01,2026-01 起,2026-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.17572382,0.30518252,-0.31247729,0.59715866,0.44404488,0.57142857,5.57602637,0.00391627
core_explore_80_20_total_mv_winner_core__aggr_13_87_prom23_emergent_theme_quality_gate_signal29_leader78_coverage_penalty_risk04_cap04_exit72_capacity_v2__since_2026_01,core_explore_80_20_total_mv_winner_core__aggr_13_87_prom23_emergent_theme_quality_gate_signal29_leader78_coverage_penalty_risk04_cap04_exit72_capacity_v2,"核心80_探索20_总市值底座_胜出者核心__进攻13/87 晋升23只(强主题涌现容量v2, 信号29%, 龙头78%, 熊市4%, 单票4%, 出场72%) (2026-01 起)","核心80_探索20_总市值底座_胜出者核心__进攻13/87 晋升23只(强主题涌现容量v2, 信号29%, 龙头78%, 熊市4%, 单票4%, 出场72%)",core_explore,emergent_theme,Path4 新兴主题发现池,2026-01-01,2026-08-11,since_2026_01,2026-01 起,2026-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,-0.06826470,-0.10981977,-0.27574537,0.47878000,0.00397726,0.71428571,4.83983309,0.00338949
core_explore_80_20_total_mv_winner_core__aggr_13_87_prom23_emergent_theme_quality_gate_signal28_leader78_coverage_penalty_risk06_cap04_exit72_risk_control_v5__since_2026_01,core_explore_80_20_total_mv_winner_core__aggr_13_87_prom23_emergent_theme_quality_gate_signal28_leader78_coverage_penalty_risk06_cap04_exit72_risk_control_v5,"核心80_探索20_总市值底座_胜出者核心__进攻13/87 晋升23只(强主题涌现风险控制v5, 信号28%, 龙头78%, 熊市6%, 单票4%, 出场72%) (2026-01 起)","核心80_探索20_总市值底座_胜出者核心__进攻13/87 晋升23只(强主题涌现风险控制v5, 信号28%, 龙头78%, 熊市6%, 单票4%, 出场72%)",core_explore,emergent_theme,Path4 新兴主题发现池,2026-01-01,2026-08-11,since_2026_01,2026-01 起,2026-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,-0.11698253,-0.18509893,-0.28122250,0.45497036,-0.21465357,0.71428571,4.96091727,0.00342386
core_explore_90_10_total_mv_winner_core__aggr_04_96_prom4_core_6_1_promo_liqmom_top10_risk20_mom_exit50_reconfirm97_caution54_cap16_cost_guard_v81_midcycle_lowturn_confirm__since_2026_01,core_explore_90_10_total_mv_winner_core__aggr_04_96_prom4_core_6_1_promo_liqmom_top10_risk20_mom_exit50_reconfirm97_caution54_cap16_cost_guard_v81_midcycle_lowturn_confirm,"核心90_探索10_总市值底座_胜出者核心__进攻4/96 晋升4只(中周期成长低换手, 量价前10%, 风险20%, 出场50%, 恢复97, 谨慎54%, 单票16%, v81确认) (2026-01 起)","核心90_探索10_总市值底座_胜出者核心__进攻4/96 晋升4只(中周期成长低换手, 量价前10%, 风险20%, 出场50%, 恢复97, 谨慎54%, 单票16%, v81确认)",core_explore,growth_elastic,Path2 高弹性赢家池,2026-01-01,2026-08-11,since_2026_01,2026-01 起,2026-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.90000000,0.10000000,0,-0.25886650,-0.38913606,-0.39970924,0.58805840,-0.36722827,0.71428571,10.44050039,0.00755263
core_explore_90_10_total_mv_winner_core__aggr_04_96_prom4_core_6_1_promo_liqmom_top12_risk24_mom_exit48_reconfirm98_caution56_cap18_cost_guard_v82_2023_quality_repair__since_2026_01,core_explore_90_10_total_mv_winner_core__aggr_04_96_prom4_core_6_1_promo_liqmom_top12_risk24_mom_exit48_reconfirm98_caution56_cap18_cost_guard_v82_2023_quality_repair,"核心90_探索10_总市值底座_胜出者核心__进攻4/96 晋升4只(中周期成长质量修复, 量价前12%, 风险24%, 出场48%, 恢复98, 谨慎56%, 单票18%, v82) (2026-01 起)","核心90_探索10_总市值底座_胜出者核心__进攻4/96 晋升4只(中周期成长质量修复, 量价前12%, 风险24%, 出场48%, 恢复98, 谨慎56%, 单票18%, v82)",core_explore,growth_elastic,Path2 高弹性赢家池,2026-01-01,2026-08-11,since_2026_01,2026-01 起,2026-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.90000000,0.10000000,0,-0.26386357,-0.39589774,-0.39829187,0.58303704,-0.39249349,0.71428571,10.40525479,0.00749554
